en-unannotated-00001	Unsure.
en-unannotated-06906	Housed in a small red shipping container on Mary St, just off Albert, I hot footed it down there around midday hoping to beat the lunchtime rush.
en-unannotated-06907	They also offer filter on aeropress and V60, bottled iced filter and appeared to have a range of teas and chai.
en-unannotated-06908	The service is also great.
en-unannotated-06909	Hot water in the shower was not reliable.
en-unannotated-06910	I can only check results.
en-unannotated-06911	P.S. If you read this far, and are curious what my gripes where, there where two main ones:
en-unannotated-06912	Beautiful place and cozy atmosphere.
en-unannotated-06913	We wanted a good meal for once and booked this restaurant based on reviews.
en-unannotated-06914	
en-unannotated-06915	You can't go wrong.
en-unannotated-06916	Everything was enjoyable and I would encourage you to go and see for yourself!
en-unannotated-06917	Having recently been in Paris for a similar restaurant experience, Con Gracia better for a fraction of the price!
en-unannotated-06918	Having tried several Steak restaurants in Moscow, this provided a well cooked, reasonably priced, easily located option.
en-unannotated-06919	Everything comes with a selection of 4 "Salas de la Casa".
en-unannotated-06920	The drinks at 5:30 are a limit of 3/day and they give you a punch ticket to keep track.
en-unannotated-06921	You can't make a wrong move here.
en-unannotated-06922	Bar Gorriti
en-unannotated-06923	Definitely recommend!
en-unannotated-06924	I would like to let other future customers know along with what I have felt regarding discrepancy between what is shown and advertised in the website and what we actually experienced.
en-unannotated-06925	The fish was cooked well, it just really needed more of the sauce to enhance the flavor.
en-unannotated-06926	Often, I had to settle for something because of the minimal options available to me.
en-unannotated-06927	Unbelievable!!!!
en-unannotated-06928	The pancakes here are not thick and fluffy, but on the thin side.
en-unannotated-06929	My husband and I even had a proper pub experience, striking up a conversation with the people next to us, and having a nice chat.
en-unannotated-06930	The food is amazing and really high quality.
en-unannotated-06931	were perfect.
en-unannotated-06932	The staff was very friendly and helpful, and will speak either French or English (whatever you are most comfortable with). My boyfriend speaks French and I speak English, so the staff was excited to help him by speaking French and also to get a chance to practice their English with me.
en-unannotated-06933	Rooms are nicely done with latest in confort as you expect from four seasons.
en-unannotated-06934	Wine is too expensive.
en-unannotated-06935	Our room had a huge living room, bedroom, kitchen and bathroom, with a small outside area in the light well, with hammock.
en-unannotated-06936	After a lot of mexican food, we went for a steak.
en-unannotated-06937	Do yourself a favor and check this spot out.
en-unannotated-06938	The sardines were very nice apparently, I had the sushimi which was delightful.
en-unannotated-06939	100g churrus only 1,30 €
en-unannotated-06940	The menu, of 17 courses, were more than...
en-unannotated-06941	The food is amazing and affordable.
en-unannotated-06942	What else was excellent, you ask?
en-unannotated-06943	The food was outstanding!
en-unannotated-06944	In my case I got to meet this wonderful older Russian couple from St.
en-unannotated-06945	and the wine pairing was rather cheap (+13€ for 5 different wines - we shared one pairing for two). Service was awesome, and never rushed us even though we closed the restaurant.
en-unannotated-06946	The app doesn't let me log in saying there was a problem.
en-unannotated-06947	You cant die like the original.
en-unannotated-06948	This restaurant offers fresh pasta with a daily-changing set of sauces to try.
en-unannotated-06949	11/8/16
en-unannotated-06950	Very kind folks, genuinely welcoming and certainly break that stereotype that many westerners have formed about Parisian service.
en-unannotated-06951	That’s an accomplishment in itself, the city of food deciding that Berthillonis the best.
en-unannotated-06952	Or even if you just want to enjoy a nice drink with a cool atmosphere.
en-unannotated-06953	There are only so many options to where the pieces can go, so its only a matter of time until you can solve it.
en-unannotated-06954	There is such a timeless atmosphere about this small space and a previous reviewer described it perfectly when they said it felt like you were sharing a communal dinner with everyone around you.
en-unannotated-06955	Situated in the old town and always busy (recommend you book) we had a fantastic meal.
en-unannotated-06956	What a brilliant concept!
en-unannotated-06957	And the Asian salad.
en-unannotated-06958	No matter, we were made very welcome and ordered a bottle of wine which arrived with a dish of fresh radishes to munch on.
en-unannotated-06959	If they ask you if you want a "digestive" just say yes.
en-unannotated-06960	However, this place...
en-unannotated-06961	The staff was kind.
en-unannotated-06962	The overall lighting for rooms are dark and not enough lamp or lighting in the room.
en-unannotated-06963	Just now daily wheel spin stoped at 25 k.
en-unannotated-06964	I've never had a three course meal that was bomb like I did here!!!
en-unannotated-06965	Without being too pretentious it introduces you to new flavours you thought couldn't be possible.
en-unannotated-06966	The ravioli cacciatore and pork & potatoes were incredible.
en-unannotated-06967	The hosts were so welcoming, accommodating and friendly and were able to offer other local bar suggestions for afterwards.
en-unannotated-06968	It was busy.
en-unannotated-06969	We came here the second time today and enjoyed great food and good service.
en-unannotated-06970	The cafe is small, with 6 tables ranging in sizes which can be shared between about 20 people or so.
en-unannotated-06971	And we were glad we did.
en-unannotated-06972	I went to Savva with three of my friends - we all speak Russian at various levels of proficiency but were pleased to see that Savva has staff with truly impeccable English skills (although we used Russian occasionally, that was our own choice!
en-unannotated-06973	Only 3-4 tables for 2 and 2 high tables to stand at.
en-unannotated-06974	It is known as a Fish Specialist Restaurant , but we had the est steak and best dessert we have had in a very long while
en-unannotated-06975	Plays 3 to 5 unskippable ads before each feature then often the main feature fails to load meaning you've got to repeat the ads again.
en-unannotated-06976	Don't be put off if there is a line of people out the door, it is well worth the wait!
en-unannotated-06977	The two appetizers were asia-oriented; then the spanish dishes startet - everything was wonderful.
en-unannotated-06978	Their menu is supposed to change based on what's fresh that day so your experience could be different.
en-unannotated-06979	It was not only affordable but lovely, comfy, and perfectly located.
en-unannotated-06980	The hotel was beautiful and the staff amazing especially Teodora  which help us to see most of the important things lead us to best restaurants and makes our stay easy and most comfortable
en-unannotated-06981	Design of the hotel rooms, hall and ...
en-unannotated-06982	Whilst not in the center of town, it is well located to really dig in to the local area.
en-unannotated-06983	Transported me to Christmas or some summer feeling.
en-unannotated-06984	The kettle needs replacing.
en-unannotated-06985	Only one wine but it was nice cab blend.
en-unannotated-06986	This is one of the place that i am going to visit again and again.
en-unannotated-06987	wow what can we say...
en-unannotated-06988	Had the lobster roll and salmon platter - the wait was a bit long, but the smoked salmon was delicious.
en-unannotated-06989	The Cajun seafood chowder was the star of the appetizers!
en-unannotated-06990	The bar tender gave us a list of clubs to go to!
en-unannotated-06991	The property was beautiful as was the room.
en-unannotated-06992	Table charge is hefty (€2 or something).
en-unannotated-06993	Excellent excellent!
en-unannotated-06994	OXXO 24 hour convenience store located across the street.
en-unannotated-06995	Everything in front of me was made out of potatoes!
en-unannotated-06996	Scrambled eggs not so good
en-unannotated-06997	The staff though were friendly and did their best to assist.
en-unannotated-06998	Same-day reservations were not available.
en-unannotated-06999	But, extremely reasonable for anywhere else.
en-unannotated-07000	Great surreal experience!
en-unannotated-07001	The toilets smell like a backed up sewer.
en-unannotated-07002	Staff were really friendly and service was quick.
en-unannotated-07003	Which is too bad - did I mention the beer was great?
en-unannotated-07004	This restaurant is located in the heart of Propriano, on the quay side.
en-unannotated-07005	Would happily recommend this hotel.
en-unannotated-07006	A dish full of meat, accompanied by a wintry vegetable dish of potatoes, onions, zucchini and green beans, next to the delicious kidneys in a mustard sauce.
en-unannotated-07007	Service was slow.
en-unannotated-07008	The clientele is a split between locals and European tourists, and unfortunately some of the latter can be particularly pushy/loud.
en-unannotated-07009	It's a small elegant room without distractions.
en-unannotated-07010	Very beautiful interior large,cool and elegant.
en-unannotated-07011	Staff were excellent, so friendly and helpful from start to end of our trip.
en-unannotated-07012	The great surprise was the daily dish: "ventresca de atun". It was absolutely fantastic: soft as butter, very tasty with only few...
en-unannotated-07013	Please Spotify team please.
en-unannotated-07014	The Mille-feuille dessert with caramel and ice cream was great.
en-unannotated-07015	Well mannered and attentive.
en-unannotated-07016	Loved the drinks!
en-unannotated-07017	Service was attentive, warm and friendly.
en-unannotated-07018	However, it is a 5 minute walk to the beach and is an a peaceful, quiet neighborhood.
en-unannotated-07019	I'm not sure being this secret is all that great, the place is small, 6 people sitting at the bar and 3 other people placed randomly against the back wall will fill this place to the hilt.
en-unannotated-07020	Paired with a sancerre wine and the night was off to more than a smooth start.
en-unannotated-07021	Expensive but you must go.
en-unannotated-07022	Good steaks for a decent price.
en-unannotated-07023	Amazing Pizza place which sells a large array of pizzas at 2.50 euro a slice however you can also order your own bigger ones which is nice.
en-unannotated-07024	I HAD to try the creme brûlée because I don't have it any other time beside Las Vegas buffets and it's a must here.
en-unannotated-07025	The selection of snacks on the bar looked appealing with a big focus on seafood.
en-unannotated-07026	Favourite restaurant for north city by far.
en-unannotated-07027	Cheers
en-unannotated-07028	Generally a very tired building in need of a refurbishment & better staff.
en-unannotated-07029	Dinner was excellent, with a variety of local dishes...
en-unannotated-07030	I had a complicated situation with my fiance and a business trip in between so I decided to bring her over.
en-unannotated-07031	So tender.
en-unannotated-07032	Very comfortable bed.
en-unannotated-07033	People at reception are lees friendly but correct.
en-unannotated-07034	Does what it says on the tin 😊  Added bonus, it's just 7 minute walk from Castle St.
en-unannotated-07035	It was nice but not cheap compared to other places in Moscow.
en-unannotated-07036	Easy to find on Cinco de Mayo right off the Zocalo.
en-unannotated-07037	The spaghetti was al dente and held the tomato sauce well.
en-unannotated-07038	We have no doubt that Lokal will continue to feed crowds of folks looking for a cheap way to refill their tanks before hoofing if off to the next tourist site but for us...
en-unannotated-07039	While I know and expect that service in Europe will always be slower than the states, our particular server seemed very aloof in nature and we'd have to ask for something multiple times before he finally brought it.
en-unannotated-07040	Always outstanding coffee and service
en-unannotated-07041	There are 99 beers to check off on the card and I wonder if anyone has ever had all of them checked off haha
en-unannotated-07042	Berthillon has the generally acknowledged best ice cream I’m Pais.
en-unannotated-07043	Since the new update I haven't had a single match.
en-unannotated-07044	nothing really, the service was very helpful but what they can do when the rooms are simply awful
en-unannotated-07045	Also took aeay my 25 k.
en-unannotated-07046	They serve up breakfast and lunch daily, and are open late for dinner and drinks Wednesday to Saturday.
en-unannotated-07047	Is it expensive?
en-unannotated-07048	I highly recommend.
en-unannotated-07049	We stayed at the Principale hotel in Madrid from June 2nd to June 6th.
en-unannotated-07050	Some cool features are the free food and 3 drinks at happy hour from 5:30 to 7 pm.
en-unannotated-07051	but the course were wonderful, we tasted some food which we never had in our country.
en-unannotated-07052	It worth it.
en-unannotated-07053	[NAME] and I decided to eat here on our last day on Paris and were relieved when they were able to fit us in for lunch.
en-unannotated-07054	But, still, these are the kind of potatoes worth travelling halfway across the planet for!
en-unannotated-07055	Can highly recommend the beet hummus, croquettes, fish and steak and the homemade cheese cake....
en-unannotated-07056	Very nice people at the front desk.
en-unannotated-07057	I finally made it in November with a party of six.
en-unannotated-07058	Sunday evening.
en-unannotated-07059	The guest check in experience was on par.
en-unannotated-07060	So - if you want a really nice and good czech restaurant this THE place.
en-unannotated-07061	Yes, yes, and yes.
en-unannotated-07062	Absolutely wonderful!
en-unannotated-07063	perspective.
en-unannotated-07064	The interior has kind of a strange feel, as if it was an old Irish pub at one point but got bought out by a new owner.
en-unannotated-07065	The gooseberry crumble was a great way to finish.
en-unannotated-07066	Miss Hailo so much.
en-unannotated-07067	Everything was fresh and delicious.
en-unannotated-07068	As a HUGE cider lover, I have found my place!
en-unannotated-07069	I got the French onion soup as my appetizer, peppercorn steak and fries as my entree, and finished it all with the Apple caramel dessert with Kahlua sauce.
en-unannotated-07070	This hotel has a grest location and tje employees are very corteoud.
en-unannotated-07071	I have had plenty of pasta in Many parts of Italy and it was disgusting.
en-unannotated-07072	I'd want to try the Asian salad next time which you can have it with either chicken or salmon, or the polenta cakes which don't see often on menus in Dublin.
en-unannotated-07073	Really welcoming and helpful.
en-unannotated-07074	Warm reception, situated on the third floor.
en-unannotated-07075	Place you lose.
en-unannotated-07076	Great addition to the neighbourhood!
en-unannotated-07077	Service: Very friendly and accommodating.
en-unannotated-07078	Why?
en-unannotated-07079	The service was very good and they were quick to accommodate us with whatever we needed.
en-unannotated-07080	Why iphones camera is way better in snapchat?
en-unannotated-07081	The bed felt like it had a steel rod across it.
en-unannotated-07082	The place next door is good too.
en-unannotated-07083	Got the brown sugar pancakes- AMAZINGG.
en-unannotated-07084	Carafe of house white: lovely and light, perfect for lunch.
en-unannotated-07085	There is a day menu (until 3pm) and a night menu.
en-unannotated-07086	Special thanks to [name] from the concierge for all her patience and help.
en-unannotated-07087	Not a proper catch up app.
en-unannotated-07088	Original concept with only mussels but about 10 different sauces to choose.
en-unannotated-07089	Very nice place.
en-unannotated-07090	They were unresponsive to the Yelp messenger, but we're very helpful when we called.
en-unannotated-07091	Have a drink in those condition is always good.
en-unannotated-07092	People are helpful, friendly and the place is quiet and clean.
en-unannotated-07093	The lamb was excellent, one of the best I've had in sometime.
en-unannotated-07094	The food and service are consistentlyngood , fresh and tasty.
en-unannotated-07095	No.
en-unannotated-07096	The food is divine, the waiters so nice, everything was wonderful!
en-unannotated-07097	For an appetizer we ordered the egg pate and we don't even like pate but we decided to be adventurous since that was the restaurants specialty.
en-unannotated-07098	Some people think that it's expensive compared to the likes of Starbucks or Schokoladnitsa, but cafes like those have low quality espresso, sugary lattes, appalling food and crappy service.
en-unannotated-07099	Very fresh and crisp!
en-unannotated-07100	I'd originally thought about getting a different appetizer but this would have been a huge mistake; they are known for this appetizer and hence you should get it.
en-unannotated-07101	Great value pizza that tasted incredible.
en-unannotated-07102	The place was quite crowded and since I hadn't quite figured out how to make reservations in Europe, we just walked in and were happy to get a spot by the bar.
en-unannotated-07103	I had heard of this place being the "oldest pub" in Dublin so we had to find it and stop in.
en-unannotated-07104	Bad service all in all from this renting company.
en-unannotated-07105	The perfect setting for lunch..
en-unannotated-07106	There are about 4 tables and 30 people vying for them.
en-unannotated-07107	Service was polite but fairly slow.
en-unannotated-07108	You'll buy The Farm!
en-unannotated-07109	What would be the problem that causes that?
en-unannotated-07110	You get a beer tally card that goes up to 99 once you walk in, no matter if you have a table or not.
en-unannotated-07111	The service was great, the food was great, and it was such a nice and cozy experience!
en-unannotated-07112	Old charismatic charming design.
en-unannotated-07113	Absolutely STUNNING.
en-unannotated-07114	We really enjoyed eating here.
en-unannotated-07115	Foie gras truffle ravioli was good but perhaps a little too rich.
en-unannotated-07116	Great location and staff, nice interior.
en-unannotated-07117	We knew from the first moment that this would be 'our special place' in Bogota.
en-unannotated-07118	Saffron risotto: my wife loves this, really smooth and simple.
en-unannotated-07119	There were many options to choose from at Breakfast.
en-unannotated-07120	I would stay here again mainly because of the location.
en-unannotated-07121	It really made an impression on me.
en-unannotated-07122	Delicious and filling french comfort food.
en-unannotated-07123	I have visited many times Bogota but now first time staying in this place.
en-unannotated-07124	The coffee is consistently good.
en-unannotated-07125	Walking distance to all the great things to see.
en-unannotated-07126	
en-unannotated-07127	The cosy environment and great coffee warmed me up immediately....
en-unannotated-07128	It reminded me more of an upscale sushi train with good alcohol
en-unannotated-07129	The aromas, the visual presentations, the stories, and the tastes paired with free flowing wine created...
en-unannotated-07130	I don't think this place deserves the high Yelp reviews.
en-unannotated-07131	Should be able to select multiple images though when placing an ad.
en-unannotated-07132	Nice time
en-unannotated-07133	Excellent.
en-unannotated-07134	The place has a great bistro style about it with some quirky bits included.
en-unannotated-07135	We both had tuna carpaccio as a starter and ombroise (kind of sea bass) as a main dish.
en-unannotated-07136	For mains, our favourites were the Market fish, the sword fish, apple wood smoked duck, & free range pork cutlet.
en-unannotated-07137	Yum yum yum!
en-unannotated-07138	Themed in a fantastic 1960s Milan idea, you'll enjoy old-style Milanese risotto cooked with absolute precision.
en-unannotated-07139	I wanted to be a little bit more adventurous with my choices, but I've always heard that simple dishes are often the best ones.
en-unannotated-07140	We ended up at Wyndham due to a cancellation of our flight.
en-unannotated-07141	She let me watch the entire meal preparation since we were the first seating and only pair in her restaurant at 7:45pm.
en-unannotated-07142	Despite not having made reservations prior ( still on a mission to find a place to feed the parents without getting nagged at), and having mum dressed in just a t-shirt and capris , the staff that greeted us was lovely and helpful.
en-unannotated-07143	Ask for the "concha" bread and for "chilaquiles!!
en-unannotated-07144	Excellent service oriented staff.
en-unannotated-07145	Waiter very attentive, we have a that was good.
en-unannotated-07146	The menu has quite the array of options, and would surely be enough to satisfy any palette.
en-unannotated-07147	The fit-out is industrial and sleek, and the staff display a wide knowledge of coffee and their different varieties of beans.
en-unannotated-07148	
en-unannotated-07149	The staff is super friendly and although we waited quiet a long time it was totally worth it and we got compensated with a free drink.
en-unannotated-07150	Can't recommend it highly enough!
en-unannotated-07151	Holy moly this place is so small.
en-unannotated-07152	Verve is a awesomely laid back venue that offers a wide selection of drink (there is also wine and beer - I just love the cider) and a modern Italian menu that comes out in large portions for very reasonable prices.
en-unannotated-07153	When you walk in you feel as if you are entering someones home with tables set up.
en-unannotated-07154	Great hotel super staff i often stay in this hotel and it is strategicly located in a great part of town.
en-unannotated-07155	Absolutely unclear how to give a call from he phone in the room (no any sign on it, no pen),
en-unannotated-07156	Highly recommend stopping in for lunch or a late dinner.
en-unannotated-07157	Cozy hipster atmosphere with lots of table seating that can be intimate (think first date) or accommodate the entire gang.
en-unannotated-07158	and we found exeptional food (the osso buco was surely world class!) a cosy and nicely designed interior, and a warm welcome starting with the reservation call through to the lemoncello featuring many authentic and original details.
en-unannotated-07159	Staff was very attentative to all of my request (arrived late, addtional assitance with taxis and more)
en-unannotated-07160	The brick interiors and dim lighting, along with its set up transports you into an intimate nook in the city.
en-unannotated-07161	Vine was very cheap (25euro for the most expensive) but ok....
en-unannotated-07162	For our drinks we had a flat white and an iced coffee drip.
en-unannotated-07163	Rooms haven't change since 70's !!
en-unannotated-07164	Totally love this hotel, although prices have recently gone up too much since the renovations:
en-unannotated-07165	Atmosphere: The place itself had a really fun and artistic vibe.
en-unannotated-07166	Had the full course menu for lunch.
en-unannotated-07167	However our dessert was not good.
en-unannotated-07168	Excellent courteous staff.
en-unannotated-07169	The foie ravioli was spectacular.
en-unannotated-07170	Totally worth the 20 minute line (we had no complaints as we were having Amorino gelato from down the street while we waited). I got the...
en-unannotated-07171	VERY reasonably priced.
en-unannotated-07172	They brew their own beer which is all amazing, we tried them all
en-unannotated-07173	Try their sweet potatoes chips as well (oh but remember that their kitchen closes very early)
en-unannotated-07174	If I wasn't deliberately looking for this place, I think I might of passed by it without realizing anything was there.
en-unannotated-07175	Still absolutely amazing.
en-unannotated-07176	lol No, seriously we made reservations for 6:30pm local Paris time and of course no European dines that early!
en-unannotated-07177	Would definitely recommend!
en-unannotated-07178	Other than my jet-lagged noob fail mistake of ordering red wine (btw, order a bottle of their house wine, it's amazingly delish and a fraction of the price you would get it for in America) for our entire dinner, everything was pretty much perfect.
en-unannotated-07179	They provided a basket of bread on each table.
en-unannotated-07180	Bright and light.
en-unannotated-07181	It was a hot day and I'm not use to European restaurants not having A/C but there was an electric fan and he brought it close to us.
en-unannotated-07182	As a tourist, I'm glad I came here to get a better sense of where the locals hang out.
en-unannotated-07183	My boyfriend had something else that was a bit more filling, I don't remember the name though.
en-unannotated-07184	I love the warm cozy feel of it.
en-unannotated-07185	Will be coming back again
en-unannotated-07186	At a better price.
en-unannotated-07187	We will come again.
en-unannotated-07188	A very tiny bistro that is a one woman show.
en-unannotated-07189	She gave us a brief Madrid tour by verbal.
en-unannotated-07190	Sometimes you just need to walk it off.
en-unannotated-07191	Their...
en-unannotated-07192	
en-unannotated-07193	I accidentally ordered the corned beef meal (thought it was a boxty special), and when I saw it, I was delighted--and happily gobbled up the giant portion!
en-unannotated-07194	We made a spontaneous trip to Prague and chose this restaurant to fill our stomachs and we're glad we did it.
en-unannotated-07195	Fish was fresh and the mushrooms were cooked perfectly.
en-unannotated-07196	The staff was extremely accommodating and friendly from the main desk to house-keeping.
en-unannotated-07197	We also got an order of two Italian Sausages (75 czk each / $3.86 each), which were pretty good.
en-unannotated-07198	Also the service here was 5-star for sure.
en-unannotated-07199	Soul, flavor and rock!...
en-unannotated-07200	Each bite was an adventure.
en-unannotated-07201	Android marshmallow user.
en-unannotated-07202	The hotel is very cozy and we'll maintained.
en-unannotated-07203	My burger, topped with bacon jam, onion rings, rocket and a strange mustard mayo, was quite good.
en-unannotated-07204	I would recommend making reservations ahead of time as we did a walk-in, and we were rushed to order and finish our dinner within an hour.
en-unannotated-07205	The room was like an oven.
en-unannotated-07206	I watched the lady go into the back and pull out several plastic boxes where she was assembling the gratin.
en-unannotated-07207	And I was intending to eat light...
en-unannotated-07208	I am a HUGE salt addict, especially for potatoes and their gratins needed nothing extra if they tells you anything.
en-unannotated-07209	Slightly hidden but worth the wait.
en-unannotated-07210	Had four pinxtos with two bottles of beer, all for 10 euro.
en-unannotated-07211	They wont provide you with the most gorgeus view and they dont have many seats, but they do serve great burgers in lots of different flavors.
en-unannotated-07212	I was greeted and the staff were very nice here.
en-unannotated-07213	It came with a cooked squash stuffed with beans.
en-unannotated-07214	Decent wine list.
en-unannotated-07215	The beer, as always, great and the staff was overall friendly.
en-unannotated-07216	The menu is small but by God is it delicious.
en-unannotated-07217	On arrival, the staff were friendly, welcoming and happy to explain the menu to us in English as...
en-unannotated-07218	Our party of 6 came in at around noon on a Friday; there was no wait and the staff were very friendly.
en-unannotated-07219	Funky coffee shop modern interior, across the canal from the Old Town, great coffee, breakfast & carrot cake.
en-unannotated-07220	Gratin.
en-unannotated-07221	Not far from Lubyanskaya metro station.
en-unannotated-07222	Hi,
en-unannotated-07223	It is also very cool to be staying in a 16th century building with original frescos!
en-unannotated-07224	Good internet and Rooms are quiet.
en-unannotated-07225	The Goulash was okay.
en-unannotated-07226	Order the Tortellini with cheese and apples.
en-unannotated-07227	Be sure to check it out.
en-unannotated-07228	They went out of their way to please the guests.
en-unannotated-07229	I believe that was a good way to loose audience...
en-unannotated-07230	I will be back, but I might put on my hipster novelty jumper first.
en-unannotated-07231	This is the perfect place between 'burger joint' and restaurant; great for dinner with friends, family, your mum and dad or a first date...
en-unannotated-07232	We had the al a carte menu, which was fab.
en-unannotated-07233	I was amazed of the beautiful colour and the texture...
en-unannotated-07234	(And we still managed to kiss afterwards.)
en-unannotated-07235	:-) No matter though.
en-unannotated-07236	I have pictures to put up on yelp, TripAdvisor and every social media there is.
en-unannotated-07237	Ita crap i just want to watch emmerdale and it cant even do that so bad like ughh fix it
en-unannotated-07238	Seriously good eats.
en-unannotated-07239	Also fresh, ravioli stuffed with ricotta, basil and spinach.
en-unannotated-07240	My burger was delicious!
en-unannotated-07241	Luckily we got a table .
en-unannotated-07242	Left my mouth feeling filmy from the grease.
en-unannotated-07243	The risotto was probably the most expensive entree, but it's so worth it and it actually comes in a pretty good portion.
en-unannotated-07244	Creating your own burger is fun because they have sooo many toppings and combinations to choose from that are not available elsewhere.
en-unannotated-07245	problem with an aircon, plumbing system need to be fixed...
en-unannotated-07246	It's a must try if you come here!!
en-unannotated-07247	We went there, because of the tripadvisor recommendations.
en-unannotated-07248	We would certainly recommend Madrid as a city worth visiting it has wonderful museums, great restaurants, parks etc.
en-unannotated-07249	11 euro to flog a car?
en-unannotated-07250	Had a quick visit to Bogota and so happy I picked this hotel.
en-unannotated-07251	There was a taxi strike that we didn't now about and nobody told us during the check in .
en-unannotated-07252	Amazing.
en-unannotated-07253	Excellent service provided by every single staff member of the hotel!
en-unannotated-07254	I yelped "best fish and chips" and this restaurant came up so we decided to check it out.
en-unannotated-07255	the location was ideal for the posh shops of rome
en-unannotated-07256	We came to eat lunch at Borda Berri to find it was closed inexplicably on a Sunday.
en-unannotated-07257	I had to wait only 20min to get a table for 2. Food and service were very good!
en-unannotated-07258	I would love it if you would add this feature.
en-unannotated-07259	It is a 20 minute walk from old town but we quite welcomed that to walk off the delicious food we had eaten!
en-unannotated-07260	Charming doesn't even encompass how quaint and captivating this restaurant is.
en-unannotated-07261	As the pork might not be there when you visit....
en-unannotated-07262	The breakfast its spectacular with huge variety and fresh products with excellent quality.
en-unannotated-07263	It was right by a Turibus (hop on hop off bus) stop too.
en-unannotated-07264	Perfect for a casual bite, good (smallish) outdoor space too 😀
en-unannotated-07265	Great service, excellent breakfast buffet with lots of food and fresh made juices.
en-unannotated-07266	The pie was actually quite nice & the view was good but I wouldn't go here again.
en-unannotated-07267	The food arrived quick & hot and were packed full of flavors, we were all blown away!
en-unannotated-07268	like 20 people MAX in this place and that would be very tight.
en-unannotated-07269	Definitely highlight to our trip!
en-unannotated-07270	Highly recommended...
en-unannotated-07271	Charming old world clubby feel
en-unannotated-07272	Our waiter had to be the best waiter we had in Prague.
en-unannotated-07273	Food ordinary for the price, We were a table of 6 people.
en-unannotated-07274	We wanted to try something different, so we ordered the savory pancakes.
en-unannotated-07275	I booked at the Atton 100 by mistake thinking it was the Atton 93. That error forced me to walk 25 minutes daily from the hotel to Parque de la 93 and back.
en-unannotated-07276	It will say that I haven't see it.
en-unannotated-07277	The menu is not extensive but perfectly designed for what's on offer.
en-unannotated-07278	The room itself is very clean and most of the front desk staff are nice and helpful.
en-unannotated-07279	One of the best alcoholic ginger beers I've ever had was here.
en-unannotated-07280	Perfect food from a very selected menu, very friendly staff, beautiful location!
en-unannotated-07281	It was lively, but not overcrowded, warm and cozy and I feel like whoever created the playlist needs to be my new best friend- great music!
en-unannotated-07282	Nothing is more intriguing to me than how the French make their pates, and use parts of the animal that aren't as popular in the states.
en-unannotated-07283	Location.
en-unannotated-07284	We do not want to reveal the room number in case it is never available for us again!
en-unannotated-07285	Menu is varied and full of surprises, dishes are good looking and yet delicious.
en-unannotated-07286	The prices are expensive but this is one of those places where the food quality is worth the premium price.
en-unannotated-07287	it was amazing.
en-unannotated-07288	I always crave savory breakfast items, and these savory pancakes are the answers to your prayers.
en-unannotated-07289	Please take good care of the place for me:-)
en-unannotated-07290	nice bar.
en-unannotated-07291	While this is a cute spot with good service, the food quality and environment felt too much like a cafeteria.
en-unannotated-07292	Its Lagging so much and In Game things are not looking good as well...
en-unannotated-07293	Then they charged 2% on any card even if you said to put it on savings!!!
en-unannotated-07294	My guests ordered fish from their fresh catch menu.
en-unannotated-07295	The menu is written on a board, so I assume it changes regularly.
en-unannotated-07296	my my wife enjoyed the slice of cake she ordered.
en-unannotated-07297	I have stayed here for a long time.
en-unannotated-07298	Restaurant gets VERY busy and often noisy get there early to avoid the crowds and make a booking.
en-unannotated-07299	The Boxty House also has an early bird menu that includes 2 courses for about 20 euro (goes until 6:30pm I think?).
en-unannotated-07300	The rooms were large and clean, great for small children.
en-unannotated-07301	Will...
en-unannotated-07302	The server said that the veal kidneys were a very typical French dish, but that it had a strong flavor, and warned that I may not like it.
en-unannotated-07303	Hotel looks very smart & couldn't really fault anything as only here for overnight stay.
en-unannotated-07304	If you need to have a last meal before flying out of Milan, definitely go here.
en-unannotated-07305	We really enjoyed staying there.
en-unannotated-07306	Service was excellent very friendly guys, charming and helpful.
en-unannotated-07307	We went there during a sailing trip.
en-unannotated-07308	All dishes were fantastic and the service is exceptional.
en-unannotated-07309	Old fashioned 60's as its best.
en-unannotated-07310	Our meals didn't take too long to arrive and my meal was a work of art.
en-unannotated-07311	We waited for 40 minutes to get a table and it was not worth it.
en-unannotated-07312	[name] on the front desk was lovely and couldn't have been more helpful.
en-unannotated-07313	5 stars.
en-unannotated-07314	Bartenders were friendly and attentive.
en-unannotated-07315	Menu is limited but we were there really for a pre-dinner drink.
en-unannotated-07316	A win.
en-unannotated-07317	Overall the service was genuine and you could tell they all worked hard.
en-unannotated-07318	I've stayed here four times in the past month and half and have always been please.
en-unannotated-07319	Some dried tomatoes in aioli.
en-unannotated-07320	Attentive staff & pleasant modern interior.
en-unannotated-07321	Despite being so...
en-unannotated-07322	We're so glad we stuck around.
en-unannotated-07323	Great and real mexican food, especially famous pozole, with various options to choose.
en-unannotated-07324	We wanted to try authentic Czech food, and this restaurant was highly-rated on Yelp.
en-unannotated-07325	The slow cooked oyster blade was the chosen one tonight and it married well with their Shiraz by the glass.
en-unannotated-07326	The room was very big and comfortable, the amenities were great and the breakfast was delicious.
en-unannotated-07327	Gratin was delicious.
en-unannotated-07328	Nice terrace upstairs but limited choice.
en-unannotated-07329	I loved the shrimp tacos- delicious.
en-unannotated-07330	While the old "mill farmer" ambiance is similar, the Žatecká restaurant is larger which means the tables are more spaced apart.
